每	B-r	O
周	I-t	O
六	E-t	O
晚	B-t	O
上	E-t	O
，	S-wd	O
小	B-n	O
姑	I-n	O
娘	E-n	O
去	S-vf	O
上	S-f	O
最	B-f	O
后	E-f	O
一	S-m	O
堂	S-q	O
培	B-vn	O
训	E-vn	O
课	S-n	O
。	S-wj	O

“	S-wyz	O
培	B-n	O
训	I-n	O
班	E-n	O
空	B-n	O
调	E-n	O
开	S-v	O
得	S-ude3	O
很	S-d	O
足	S-a	O
，	S-wd	O
也	S-d	O
不	S-d	O
开	S-v	O
窗	S-ng	O
，	S-wd	O
密	B-al	O
不	I-al	O
透	I-al	O
风	E-al	O
的	S-ude1	O
，	S-wd	O
她	S-rr	O
边	B-f	O
上	E-f	O
一	B-mq	O
个	E-mq	O
小	S-a	O
男	B-n	O
孩	E-n	O
一	B-d	O
直	E-d	O
在	S-p	O
咳	B-vi	O
嗽	E-vi	O
。	S-wj	O

”	S-wyy	O
陈	S-nr1	O
女	B-n	O
士	E-n	O
把	S-pba	O
女	B-n	O
儿	E-n	O
送	S-v	O
到	S-v	O
培	B-n	O
训	I-n	O
班	E-n	O
，	S-wd	O
心	B-s	O
里	E-s	O
隐	B-z	O
隐	E-z	O
有	B-rz	O
些	E-rz	O
担	B-v	O
心	E-v	O
。	S-wj	O

结	B-n	O
果	E-n	O
第	B-m	O
二	E-m	O
天	S-qt	O
早	B-t	O
上	E-t	O
，	S-wd	O
小	B-n	O
姑	I-n	O
娘	E-n	O
就	S-d	O
没	S-v	O
了	S-ule	O
精	B-n	O
神	E-n	O
，	S-wd	O
一	S-m	O
副	S-b	O
病	B-a	O
怏	I-a	O
怏	E-a	O
的	S-ude1	O
可	B-a	O
怜	E-a	O
样	S-u	O
。	S-wj	O

一	S-m	O
量	S-n	O
体	B-n	O
温	E-n	O
，	S-wd	O
烧	S-vi	O
到	S-v	O
了	S-ule	O
3	B-m	B-num
8	I-m	I-num
.	I-m	I-num
7	E-m	E-num
℃	S-q	O
，	S-wd	O
陈	S-nr1	O
女	B-n	O
士	E-n	O
赶	B-d	O
紧	E-d	O
送	S-v	O
她	S-rr	O
到	S-v	O
附	B-f	O
近	E-f	O
的	S-ude1	O
医	B-n	O
院	E-n	O
检	B-vn	O
测	E-vn	O
流	B-n	B-dis
感	E-n	E-dis
，	S-wd	O
“	S-wyz	O
普	B-a	O
通	E-a	O
的	S-ude1	O
三	S-m	B-org
甲	S-Mg	I-org
医	B-n	I-org
院	E-n	E-org
，	S-wd	O
我	B-rr	O
们	E-rr	O
从	S-p	O
早	B-t	O
上	E-t	O
1	B-m	B-num
0	E-m	E-num
点	S-t	O
等	S-udeng	O
到	S-v	O
下	B-t	O
午	E-t	O
2	S-m	S-num
点	S-t	O
半	S-m	O
才	S-d	O
看	S-v	O
上	S-f	O
，	S-wd	O
咽	S-v	S-nb
拭	S-vg	O
子	S-ng	O
检	B-v	O
测	E-v	O
出	B-vf	O
来	E-vf	O
弱	S-a	O
阳	B-n	O
性	E-n	O
甲	B-n	B-dis
流	E-n	E-dis
。	S-wj	O

”	S-wyy	O
陈	S-nr1	O
女	B-n	O
士	E-n	O
联	B-v	O
想	E-v	O
到	S-v	O
培	B-n	O
训	I-n	O
班	E-n	O
的	S-ude1	O
环	B-n	O
境	E-n	O
，	S-wd	O
怀	B-v	O
疑	E-v	O
是	S-vshi	O
培	B-n	O
训	I-n	O
班	E-n	O
里	S-f	O
交	B-d	O
叉	E-d	O
感	B-v	O
染	E-v	O
，	S-wd	O
“	S-wyz	O
有	S-vyou	O
的	S-ude1	O
家	B-n	B-gro
长	E-n	E-gro
不	S-d	O
自	B-a	O
觉	E-a	O
，	S-wd	O
孩	B-n	B-gro
子	E-n	E-gro
感	B-vi	O
冒	E-vi	O
了	S-ule	O
也	S-d	O
送	S-v	O
过	B-vf	O
来	E-vf	O
，	S-wd	O
太	S-d	O
容	B-ad	O
易	E-ad	O
传	B-v	O
染	E-v	O
了	S-y	O
。	S-wj	O

”	S-wyy	O
但	S-c	O
后	B-t	O
来	E-t	O
跟	S-p	O
学	B-n	O
校	E-n	O
请	B-vi	O
假	E-vi	O
，	S-wd	O
老	B-n	B-gro
师	E-n	E-gro
告	B-v	O
诉	E-v	O
她	S-rr	O
班	S-n	O
上	S-f	O
也	S-d	O
有	S-vyou	O
其	B-rzv	O
他	E-rzv	O
孩	B-n	B-gro
子	E-n	E-gro
甲	B-n	B-dis
流	E-n	E-dis
请	B-vi	O
假	E-vi	O
，	S-wd	O
所	B-c	O
以	E-c	O
也	S-d	O
不	S-d	O
排	B-v	O
除	E-v	O
传	B-n	O
染	I-n	O
源	E-n	O
在	S-p	O
学	B-n	O
校	E-n	O
。	S-wj	O

请	B-vi	O
假	E-vi	O
后	S-f	O
，	S-wd	O
老	B-n	B-gro
师	E-n	E-gro
每	B-r	O
天	E-r	O
把	S-pba	O
作	B-n	O
业	E-n	O
放	B-v	O
在	E-v	O
传	B-n	O
达	I-n	O
室	E-n	O
，	S-wd	O
让	S-v	O
家	B-n	B-gro
长	E-n	E-gro
晚	B-t	O
上	E-t	O
拿	S-v	O
回	S-v	O
家	S-q	O
，	S-wd	O
做	S-v	O
完	S-vi	O
后	S-f	O
再	S-d	O
上	S-vf	O
传	S-v	O
给	S-p	O
任	B-vn	O
课	E-vn	O
老	B-n	B-gro
师	E-n	E-gro
。	S-wj	O

女	B-n	O
儿	E-n	O
虽	B-c	O
然	E-c	O
已	B-d	O
经	E-d	O
退	B-vi	O
烧	E-vi	O
，	S-wd	O
但	S-c	O
还	S-d	O
是	S-vshi	O
打	S-v	O
不	S-d	O
起	S-vf	O
精	B-n	O
神	E-n	O
写	S-v	O
作	B-vi	O
业	E-vi	O
，	S-wd	O
撒	B-vi	O
娇	E-vi	O
说	S-v	O
浑	B-n	O
身	E-n	O
酸	B-a	O
痛	E-a	O
，	S-wd	O
各	B-rz	O
种	E-rz	O
找	S-v	O
理	B-n	O
由	E-n	O
。	S-wj	O

陈	S-nr1	O
女	B-n	O
士	E-n	O
倒	S-d	O
是	S-vshi	O
很	S-d	O
理	B-v	O
解	E-v	O
女	B-n	O
儿	E-n	O
的	S-ude1	O
心	B-n	O
情	E-n	O
，	S-wd	O
流	B-n	B-dis
感	E-n	E-dis
当	B-t	O
前	E-t	O
，	S-wd	O
作	B-n	O
业	E-n	O
什	B-ry	O
么	E-ry	O
都	S-d	O
是	S-vshi	O
浮	B-n	O
云	E-n	O
，	S-wd	O
“	S-wyz	O
我	B-rr	O
们	E-rr	O
这	S-rzv	O
周	S-qt	O
应	B-v	O
该	E-v	O
都	S-d	O
请	B-vi	O
假	E-vi	O
，	S-wd	O
退	B-vi	O
烧	E-vi	O
了	S-ule	O
也	S-d	O
想	S-v	O
让	S-v	O
她	S-rr	O
好	B-d	O
好	E-d	O
休	B-v	O
息	E-v	O
，	S-wd	O
养	S-v	O
好	S-a	O
身	B-n	O
体	E-n	O
再	S-d	O
准	B-v	O
备	E-v	O
下	B-t	O
周	E-t	O
的	S-ude1	O
考	B-vn	O
试	E-vn	O
。	S-wj	O

”	S-wyy	O
每	B-r	O
天	E-r	O
坚	B-v	O
持	E-v	O
游	B-vn	O
泳	E-vn	O
，	S-wd	O
感	B-n	O
染	E-n	O
流	B-n	B-dis
感	E-n	E-dis
也	S-d	O
会	S-v	O
好	S-a	O
得	S-ude3	O
快	S-a	O
1	B-m	B-num
2	E-m	E-num
月	S-t	O
3	B-m	B-num
0	E-m	E-num
日	S-t	O
下	B-t	O
午	E-t	O
，	S-wd	O
记	B-n	B-gro
者	E-n	E-gro
7	S-m	S-num
岁	S-qt	O
的	S-ude1	O
女	B-n	B-gro
儿	E-n	E-gro
也	S-d	O
确	B-v	O
诊	E-v	O
甲	B-n	B-dis
流	E-n	E-dis
，	S-wd	O
在	S-p	O
医	B-n	O
院	E-n	O
里	S-f	O
转	B-vi	O
悠	E-vi	O
了	S-ule	O
两	S-m	O
个	S-q	O
多	S-a	O
小	B-n	O
时	E-n	O
走	S-v	O
完	S-vi	O
整	B-b	O
个	E-b	O
就	B-vn	O
诊	E-vn	O
流	B-n	O
程	E-n	O
。	S-wj	O

到	S-p	O
家	S-n	O
以	B-f	O
后	E-f	O
，	S-wd	O
女	B-n	O
儿	E-n	O
还	S-d	O
继	B-v	O
续	E-v	O
昏	B-vn	O
睡	E-vn	O
了	S-ule	O
两	S-m	O
个	S-q	O
小	B-n	O
时	E-n	O
，	S-wd	O
醒	S-v	O
来	S-vf	O
时	S-ng	O
，	S-wd	O
看	S-v	O
起	B-vf	O
来	E-vf	O
精	B-n	O
神	E-n	O
百	B-mq	O
倍	E-mq	O
，	S-wd	O
就	S-d	O
跟	S-v	O
个	S-q	O
没	B-v	O
事	I-v	O
儿	E-v	O
人	S-n	O
一	B-uyy	O
样	E-uyy	O
，	S-wd	O
还	S-d	O
绘	B-al	O
声	I-al	O
绘	I-al	O
色	E-al	O
地	S-ude2	O
跟	S-p	O
外	B-n	O
婆	E-n	O
讲	S-v	O
：	S-wp	O
“	S-wyz	O
这	S-rzv	O
次	S-qv	O
抽	B-vi	O
血	E-vi	O
我	S-rr	O
没	S-d	O
哭	S-v	O
，	S-wd	O
就	S-p	O
手	B-n	B-nb
指	E-n	E-nb
头	S-n	O
上	S-f	O
扎	S-v	O
了	S-ule	O
一	B-mq	O
下	E-mq	O
，	S-wd	O
跟	S-v	O
被	S-pbei	O
蚊	B-n	B-ani
子	E-n	E-ani
咬	S-vi	O
差	B-al	O
不	I-al	O
多	E-al	O
。	S-wj	O

”	S-wyy	O
外	B-n	O
婆	E-n	O
给	S-p	O
孩	B-n	B-gro
子	E-n	E-gro
准	B-v	O
备	E-v	O
了	S-ule	O
清	B-a	O
淡	E-a	O
的	S-ude1	O
晚	B-n	O
餐	E-n	O
，	S-wd	O
一	S-m	O
碗	S-q	O
白	S-a	O
粥	S-n	O
加	S-v	O
一	B-mq	O
个	E-mq	O
肉	B-n	O
松	E-n	O
小	S-a	O
面	B-n	O
包	E-n	O
，	S-wd	O
小	B-n	O
姑	I-n	O
娘	E-n	O
乖	B-d	O
乖	E-d	O
吃	S-v	O
下	S-f	O
，	S-wd	O
继	B-v	O
续	E-v	O
坐	S-v	O
在	S-p	O
床	S-n	O
上	S-f	O
看	S-v	O
书	S-n	O
又	S-d	O
看	S-v	O
了	S-ule	O
会	B-qt	O
儿	E-qt	O
动	B-n	O
画	I-n	O
片	E-n	O
。	S-wj	O

但	S-c	O
人	S-n	O
总	B-d	O
归	E-d	O
是	S-vshi	O
没	S-v	O
力	B-n	O
气	E-n	O
。	S-wj	O

1	B-m	B-num
0	E-m	E-num
点	S-t	O
左	B-f	O
右	E-f	O
，	S-wd	O
女	B-n	O
儿	E-n	O
开	B-v	O
始	E-v	O
脸	B-n	O
色	E-n	O
泛	S-ag	O
红	S-a	O
、	S-wn	O
额	B-n	B-nb
头	E-n	E-nb
发	B-v	O
烫	E-v	O
，	S-wd	O
睡	S-v	O
着	S-uzhe	O
也	S-d	O
不	S-d	O
那	B-c	O
么	E-c	O
安	B-a	O
耽	E-a	O
了	S-vi	O
，	S-wd	O
我	S-rr	O
让	S-v	O
她	S-rr	O
多	S-d	O
喝	S-vg	O
水	S-n	O
，	S-wd	O
可	B-v	O
惜	E-v	O
没	B-vi	O
用	E-vi	O
，	S-wd	O
很	B-d	O
快	E-d	O
体	B-n	O
温	E-n	O
飚	S-v	O
到	S-v	O
3	B-m	B-num
9	E-m	E-num
℃	S-q	O
以	B-f	O
上	E-f	O
，	S-wd	O
只	B-v	O
能	E-v	O
起	B-vi	O
床	E-vi	O
给	S-p	O
她	S-rr	O
吃	S-v	O
下	S-vf	O
退	B-n	O
烧	I-n	O
药	E-n	O
，	S-wd	O
但	S-c	O
好	B-v	O
像	E-v	O
不	S-d	O
起	S-vf	O
什	B-ry	O
么	E-ry	O
作	B-n	O
用	E-n	O
，	S-wd	O
后	B-t	O
半	I-t	O
夜	E-t	O
我	S-rr	O
时	B-d	O
不	I-d	O
时	E-d	O
伸	B-vi	O
手	E-vi	O
去	S-vf	O
摸	S-v	O
，	S-wd	O
脑	B-n	B-nb
门	E-n	E-nb
都	S-d	O
烫	S-v	O
得	S-ude3	O
吓	B-a	O
人	E-a	O
。	S-wj	O

这	B-r	O
种	E-r	O
情	B-n	O
况	E-n	O
下	S-f	O
，	S-wd	O
说	S-v	O
不	S-d	O
担	B-v	O
心	E-v	O
是	S-vshi	O
假	S-a	O
的	S-ude1	O
，	S-wd	O
一	S-m	O
整	S-m	O
晚	S-tg	O
，	S-wd	O
我	S-rr	O
都	S-d	O
几	B-d	O
乎	E-d	O
没	S-d	O
好	B-d	O
好	E-d	O
睡	B-vi	O
觉	E-vi	O
，	S-wd	O
女	B-n	O
儿	E-n	O
辗	B-vl	O
转	I-vl	O
反	I-vl	O
侧	E-vl	O
，	S-wd	O
烧	S-vi	O
得	S-ude3	O
稀	B-z	O
里	I-z	O
糊	I-z	O
涂	E-z	O
还	S-d	O
说	B-vl	O
梦	I-vl	O
话	E-vl	O
，	S-wd	O
断	B-dl	O
断	I-dl	O
续	I-dl	O
续	E-dl	O
听	S-v	O
清	S-v	O
了	S-ule	O
几	S-m	O
句	S-q	O
，	S-wd	O
“	S-wyz	O
墙	B-n	O
角	E-n	O
数	S-m	O
枝	S-q	O
梅	S-ng	O
…	B-ws	O
…	E-ws	O
为	S-v	O
有	S-vyou	O
暗	S-a	O
香	S-n	O
来	S-vf	O
”	S-wyy	O
，	S-wd	O
于	B-cc	O
是	E-cc	O
一	B-mq	O
阵	E-mq	O
心	B-a	O
酸	E-a	O
。	S-wj	O

好	B-dl	O
不	I-dl	O
容	I-dl	O
易	E-dl	O
挨	S-v	O
到	S-p	O
早	B-t	O
上	E-t	O
6	S-m	S-num
点	S-t	O
多	S-ad	O
起	B-vi	O
床	E-vi	O
，	S-wd	O
给	S-p	O
女	B-n	O
儿	E-n	O
量	S-v	O
了	S-ule	O
体	B-n	O
温	E-n	O
，	S-wd	O
终	B-d	O
于	E-d	O
下	B-vi	O
降	E-vi	O
到	S-v	O
了	S-ule	O
3	B-m	B-num
9	E-m	E-num
℃	S-q	O
以	B-f	O
下	E-f	O
，	S-wd	O
说	S-v	O
起	S-vf	O
话	S-n	O
来	S-vf	O
精	B-n	O
神	E-n	O
也	S-d	O
还	S-d	O
不	B-a	O
错	E-a	O
。	S-wj	O

这	S-rzv	O
说	B-v	O
明	E-v	O
，	S-wd	O
她	S-rr	O
跟	S-p	O
流	B-n	B-pat
感	E-n	I-pat
病	B-n	I-pat
毒	E-n	E-pat
抗	B-vi	O
争	E-vi	O
了	S-ule	O
一	S-m	O
晚	B-t	O
上	E-t	O
，	S-wd	O
病	B-n	O
毒	E-n	O
败	S-vi	O
下	S-f	O
阵	S-ng	O
来	S-f	O
，	S-wd	O
她	S-rr	O
离	S-v	O
恢	B-v	O
复	E-v	O
健	B-an	O
康	E-an	O
又	S-d	O
近	S-v	O
了	S-ule	O
一	S-m	O
大	S-a	O
步	S-qv	O
。	S-wj	O

女	B-n	O
儿	E-n	O
恢	B-v	O
复	E-v	O
不	B-a	O
错	E-a	O
，	S-wd	O
我	S-rr	O
觉	B-v	O
得	E-v	O
与	S-p	O
平	B-t	O
时	E-t	O
她	S-rr	O
每	B-qt	O
天	E-qt	O
坚	B-v	O
持	E-v	O
游	B-vn	O
泳	E-vn	O
锻	B-vn	O
炼	E-vn	O
有	B-vn	O
关	E-vn	O
。	S-wj	O

毕	B-d	O
竟	E-d	O
抵	B-n	O
抗	I-n	O
力	E-n	O
增	B-v	O
强	E-v	O
了	S-y	O
，	S-wd	O
抗	S-v	O
病	B-n	O
毒	E-n	O
的	S-ude1	O
能	B-n	O
力	E-n	O
也	S-d	O
强	S-a	O
了	S-y	O
。	S-wj	O

希	B-v	O
望	E-v	O
更	S-d	O
多	S-a	O
的	S-ude1	O
家	B-n	B-gro
长	E-n	E-gro
，	S-wd	O
无	B-c	O
论	E-c	O
孩	B-n	B-gro
子	E-n	E-gro
学	B-n	O
业	E-n	O
多	S-ad	O
忙	S-v	O
都	S-d	O
要	S-v	O
让	S-v	O
孩	B-n	B-gro
子	E-n	E-gro
多	S-a	O
锻	B-vn	O
炼	E-vn	O
。	S-wj	O

(	S-wkz	O
责	S-ng	O
编	S-v	O
：	S-wp	O
崔	S-nr1	B-nr
元	B-nr2	I-nr
苑	E-nr2	E-nr
、	S-wn	O
杨	S-nr1	B-nr
迪	S-nr2	E-nr
)	S-wky	O
预	B-v	O
防	E-v	O
流	B-n	B-dis
感	E-n	E-dis
这	S-rzv	O
几	S-m	O
点	S-qt	O
一	B-d	O
定	E-d	O
要	S-v	O
记	S-v	O
牢	S-a	O
2	B-m	B-num
0	I-m	I-num
2	I-m	I-num
0	E-m	E-num
年	S-t	O
0	B-m	B-num
1	E-m	E-num
月	S-t	O
0	B-m	B-num
7	E-m	E-num
日	S-t	O
1	B-m	B-num
1	E-m	E-num
:	B-m	O
0	I-m	B-num
5	E-m	E-num
来	B-n	O
源	E-n	O
：	S-wp	O
广	B-ns	B-geo
州	E-ns	E-geo
日	B-n	O
报	E-n	O
冬	S-tg	O
春	B-t	O
季	E-t	O
流	B-n	B-dis
感	E-n	E-dis
相	B-b	O
对	E-b	O
高	B-b	O
发	E-b	O
，	S-wd	O
婴	B-n	B-gro
幼	I-n	I-gro
儿	E-n	E-gro
、	S-wn	O
老	B-n	B-gro
人	E-n	E-gro
、	S-wn	O
孕	B-n	B-gro
妇	E-n	E-gro
、	S-wn	O
肥	B-an	O
胖	E-an	O
和	S-cc	O
有	S-vyou	O
基	B-n	O
础	E-n	O
病	S-n	O
的	S-ude1	O
人	B-n	O
群	E-n	O
尤	S-d	O
应	S-v	O
警	B-n	O
惕	E-n	O
。	S-wj	O

专	B-n	O
家	E-n	O
提	B-v	O
醒	E-v	O
，	S-wd	O
做	B-v	O
好	E-v	O
预	B-v	O
防	E-v	O
功	B-n	O
课	E-n	O
可	B-v	O
以	E-v	O
有	B-ad	O
效	E-ad	O
远	B-v	O
离	E-v	O
流	B-n	B-dis
感	E-n	E-dis
。	S-wj	O

流	B-n	B-dis
感	E-n	E-dis
不	B-a	O
同	E-a	O
于	S-p	O
一	B-ad	O
般	E-ad	O
感	B-n	O
冒	E-n	O
广	B-ns	B-org
州	E-ns	I-org
医	B-n	I-org
科	E-n	I-org
大	B-n	I-org
学	E-n	I-org
附	B-vn	I-org
属	E-vn	I-org
第	B-m	I-org
三	E-m	I-org
医	B-n	I-org
院	E-n	E-org
感	B-n	O
染	I-n	O
疾	I-n	O
病	I-n	O
科	E-n	O
潘	S-nr1	B-nr
兴	B-nr2	I-nr
飞	E-nr2	E-nr
副	S-b	O
主	B-n	O
任	I-n	O
医	I-n	O
师	E-n	O
介	B-v	O
绍	E-v	O
，	S-wd	O
流	B-a	O
行	I-a	O
性	E-a	O
感	B-n	O
冒	E-n	O
不	B-a	O
同	E-a	O
于	S-p	O
一	B-a	O
般	E-a	O
的	S-ude1	O
感	B-n	O
冒	E-n	O
，	S-wd	O
它	S-rr	O
是	S-vshi	O
由	S-p	O
流	B-n	B-pat
感	E-n	I-pat
病	B-n	I-pat
毒	E-n	E-pat
引	B-v	O
起	E-v	O
的	S-ude1	O
急	B-b	O
性	E-b	O
呼	B-n	B-nb
吸	I-n	I-nb
道	E-n	E-nb
传	B-n	O
染	E-n	O
疾	B-n	O
病	E-n	O
，	S-wd	O
比	S-p	O
普	B-a	O
通	E-a	O
感	B-n	O
染	E-n	O
症	B-n	O
状	E-n	O
重	S-a	O
、	S-wn	O
传	B-n	O
染	I-n	O
性	E-n	O
强	S-ng	O
，	S-wd	O
尤	B-d	O
其	E-d	O
是	S-vshi	O
甲	B-n	B-dis
型	E-n	I-dis
流	B-n	I-dis
感	E-n	E-dis
由	B-c	O
于	E-c	O
其	S-rz	O
病	B-n	O
毒	E-n	O
易	S-ad	O
发	B-v	O
生	E-v	O
变	B-v	O
异	E-v	O
，	S-wd	O
而	S-cc	O
使	S-v	O
人	B-n	O
群	E-n	O
普	B-ad	O
遍	E-ad	O
易	S-vg	O
感	S-ng	O
，	S-wd	O
发	B-n	O
病	I-n	O
率	E-n	O
高	S-a	O
。	S-wj	O

“	S-wyz	O
我	B-n	O
国	E-n	O
流	B-n	B-dis
感	E-n	E-dis
多	S-ad	O
发	B-v	O
生	E-v	O
在	S-p	O
冬	S-tg	O
春	B-t	O
季	E-t	O
。	S-wj	O

”	S-wyy	O
潘	S-nr1	B-nr
兴	B-nr2	I-nr
飞	E-nr2	E-nr
指	B-v	O
出	E-v	O
，	S-wd	O
甲	B-n	B-dis
型	E-n	I-dis
流	B-n	I-dis
感	E-n	E-dis
的	S-ude1	O
传	B-n	O
染	I-n	O
源	E-n	O
是	S-vshi	O
患	B-n	B-gro
者	E-n	E-gro
和	S-cc	O
无	S-a	B-gro
症	B-n	I-gro
状	E-n	I-gro
感	B-n	I-gro
染	I-n	I-gro
者	E-n	E-gro
，	S-wd	O
可	B-v	O
以	E-v	O
在	S-p	O
人	S-n	O
与	S-cc	O
人	S-n	O
之	B-f	O
间	E-f	O
传	B-v	O
播	E-v	O
，	S-wd	O
主	B-d	O
要	E-d	O
是	S-vshi	O
通	B-p	O
过	E-p	O
飞	B-n	B-nb
沫	E-n	E-nb
经	S-p	O
呼	B-n	B-nb
吸	I-n	I-nb
道	E-n	E-nb
引	B-v	O
发	E-v	O
传	B-vn	O
播	E-vn	O
，	S-wd	O
还	S-d	O
可	S-v	O
通	B-p	O
过	E-p	O
呼	B-n	B-nb
吸	I-n	I-nb
道	E-n	I-nb
分	B-n	I-nb
泌	I-n	I-nb
物	E-n	E-nb
、	S-wn	O
体	B-n	B-nb
液	E-n	E-nb
和	S-cc	O
被	S-pbei	O
病	B-n	O
毒	E-n	O
污	B-vn	O
染	E-vn	O
的	S-ude1	O
物	B-n	O
品	E-n	O
直	B-ad	O
接	E-ad	O
或	S-c	O
间	B-ad	O
接	E-ad	O
接	B-v	O
触	E-v	O
引	B-v	O
发	E-v	O
传	B-vn	O
播	E-vn	O
。	S-wj	O

这	S-rzv	O
几	S-m	O
类	S-q	O
人	S-n	O
需	S-v	O
特	B-d	O
别	E-d	O
警	B-v	O
惕	E-v	O
“	S-wyz	O
流	B-n	B-dis
感	E-n	E-dis
最	S-d	O
常	B-a	O
见	E-a	O
的	S-ude1	O
表	B-vn	O
现	E-vn	O
为	S-p	O
急	B-b	O
性	E-b	O
高	B-n	O
热	E-n	O
。	S-wj	O

”	S-wyy	O
潘	S-nr1	B-nr
兴	B-nr2	I-nr
飞	E-nr2	E-nr
指	B-v	O
出	E-v	O
，	S-wd	O
除	B-p	O
了	E-p	O
高	B-n	O
热	E-n	O
，	S-wd	O
患	B-n	B-gro
者	E-n	E-gro
常	S-d	O
伴	B-v	O
随	E-v	O
头	S-n	S-nb
痛	S-a	O
、	S-wn	O
咽	S-v	S-nb
